address,ghidra_name,friendly_name,category,signature,calling_convention,size,status,confidence,danger_level,description,evidence,test_notes,hit_count
,ACHIEVEMENTBUTTON_COLLAPSEDHEIGHT,ACHIEVEMENTBUTTON_COLLAPSEDHEIGHT,number,,,,UNKNOWN,LOW,SAFE_READ,84,runtime _G scan,,0
,ACHIEVEMENTBUTTON_METAROWHEIGHT,ACHIEVEMENTBUTTON_METAROWHEIGHT,number,,,,UNKNOWN,LOW,SAFE_READ,14,runtime _G scan,,0
,ACHIEVEMENTBUTTON_TEXTUREHEIGHT,ACHIEVEMENTBUTTON_TEXTUREHEIGHT,number,,,,UNKNOWN,LOW,SAFE_READ,128,runtime _G scan,,0
,ACHIEVEMENTFRAME_FILTER_ALL,ACHIEVEMENTFRAME_FILTER_ALL,string,,,,UNKNOWN,LOW,SAFE_READ,All,runtime _G scan,,0
,ACHIEVEMENTFRAME_FILTER_INCOMPLETE,ACHIEVEMENTFRAME_FILTER_INCOMPLETE,string,,,,UNKNOWN,LOW,SAFE_READ,Incomplete,runtime _G scan,,0
,ACHIEVEMENTFRAME_SUBFRAMES,ACHIEVEMENTFRAME_SUBFRAMES,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE5710 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACHIEVEMENTUI_CATEGORIES,ACHIEVEMENTUI_CATEGORIES,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE5620 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACHIEVEMENTUI_GOLDBORDER_B,ACHIEVEMENTUI_GOLDBORDER_B,number,,,,UNKNOWN,LOW,SAFE_READ,0.125,runtime _G scan,,0
,ACHIEVEMENTUI_REDBORDER_B,ACHIEVEMENTUI_REDBORDER_B,number,,,,UNKNOWN,LOW,SAFE_READ,0.05,runtime _G scan,,0
,ACHIEVEMENTUI_SELECTEDFILTER,ACHIEVEMENTUI_SELECTEDFILTER,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,ACHIEVEMENT_BUTTON,ACHIEVEMENT_BUTTON,string,,,,UNKNOWN,LOW,SAFE_READ,Achievements,runtime _G scan,,0
,ACHIEVEMENT_CATEGORY_HIGHLIGHT_G,ACHIEVEMENT_CATEGORY_HIGHLIGHT_G,number,,,,UNKNOWN,LOW,SAFE_READ,0.6,runtime _G scan,,0
,ACHIEVEMENT_CATEGORY_HIGHLIGHT_R,ACHIEVEMENT_CATEGORY_HIGHLIGHT_R,number,,,,UNKNOWN,LOW,SAFE_READ,0,runtime _G scan,,0
,ACHIEVEMENT_CRITERIA_PROGRESS_BAR,ACHIEVEMENT_CRITERIA_PROGRESS_BAR,number,,,,UNKNOWN,LOW,SAFE_READ,1,runtime _G scan,,0
,ACHIEVEMENT_EARNED_BY,ACHIEVEMENT_EARNED_BY,string,,,,UNKNOWN,LOW,SAFE_READ,Earned by: %s,runtime _G scan,,0
,ACHIEVEMENT_FILTER_ALL_EXPLANATION,ACHIEVEMENT_FILTER_ALL_EXPLANATION,string,,,,UNKNOWN,LOW,SAFE_READ,Show all achievements,runtime _G scan,,0
,ACHIEVEMENT_FILTER_COMPLETE,ACHIEVEMENT_FILTER_COMPLETE,number,,,,UNKNOWN,LOW,SAFE_READ,2,runtime _G scan,,0
,ACHIEVEMENT_FILTER_TITLE,ACHIEVEMENT_FILTER_TITLE,string,,,,UNKNOWN,LOW,SAFE_READ,Achievement Filter,runtime _G scan,,0
,ACHIEVEMENT_FLAGS_HIDDEN,ACHIEVEMENT_FLAGS_HIDDEN,number,,,,UNKNOWN,LOW,SAFE_READ,2,runtime _G scan,,0
,ACHIEVEMENT_POINTS,ACHIEVEMENT_POINTS,string,,,,UNKNOWN,LOW,SAFE_READ,Achievement Points,runtime _G scan,,0
,ACHIEVEMENT_PROGRESSED,ACHIEVEMENT_PROGRESSED,string,,,,UNKNOWN,LOW,SAFE_READ,Achievement Progress,runtime _G scan,,0
,ACHIEVEMENT_TOOLTIP_COMPLETE,ACHIEVEMENT_TOOLTIP_COMPLETE,string,,,,UNKNOWN,LOW,SAFE_READ,Achievement earned by %1$s on %2$d/%3$02d/20%4$02d,runtime _G scan,,0
,ACHIEVEMENT_TOOLTIP_IN_PROGRESS,ACHIEVEMENT_TOOLTIP_IN_PROGRESS,string,,,,UNKNOWN,LOW,SAFE_READ,Achievement in progress by %s,runtime _G scan,,0
,ACHIEVEMENT_UNLOCKED_CHAT_MSG,ACHIEVEMENT_UNLOCKED_CHAT_MSG,string,,,,UNKNOWN,LOW,SAFE_READ,Achievement Earned: %s,runtime _G scan,,0
,ACP_AddonListCloseButton,ACP_AddonListCloseButton,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5D6070 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListDisableAllText,ACP_AddonListDisableAllText,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5D7150 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry1,ACP_AddonListEntry1,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E981660 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry10Collapse,ACP_AddonListEntry10Collapse,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E988438 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry10Enabled,ACP_AddonListEntry10Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E988640 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry10Header,ACP_AddonListEntry10Header,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9883E8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry10LoadNow,ACP_AddonListEntry10LoadNow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E988578 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry10LoadNowText,ACP_AddonListEntry10LoadNowText,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9885C8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry10Status,ACP_AddonListEntry10Status,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E988398 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry10Title,ACP_AddonListEntry10Title,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E988348 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry11LoadNowText,ACP_AddonListEntry11LoadNowText,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E988C08 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry12Collapse,ACP_AddonListEntry12Collapse,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9894C8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry12CollapseIcon,ACP_AddonListEntry12CollapseIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E989518 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry12SecurityIcon,ACP_AddonListEntry12SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9895E0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry12Title,ACP_AddonListEntry12Title,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E989270 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry13Enabled,ACP_AddonListEntry13Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F0760 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry13Security,ACP_AddonListEntry13Security,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F0508 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry13Status,ACP_AddonListEntry13Status,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F0418 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry14Enabled,ACP_AddonListEntry14Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F14A8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry14Security,ACP_AddonListEntry14Security,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F1200 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry14SecurityIcon,ACP_AddonListEntry14SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F12F0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry16,ACP_AddonListEntry16,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F2380 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry16Header,ACP_AddonListEntry16Header,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F25D8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry16Status,ACP_AddonListEntry16Status,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F24E8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry17,ACP_AddonListEntry17,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F2948 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry17LoadNow,ACP_AddonListEntry17LoadNow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F2DF8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry17SecurityIcon,ACP_AddonListEntry17SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F2DA8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry18Enabled,ACP_AddonListEntry18Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F74E8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry18LoadNow,ACP_AddonListEntry18LoadNow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7448 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry18LoadNowText,ACP_AddonListEntry18LoadNowText,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7498 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry19Collapse,ACP_AddonListEntry19Collapse,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7830 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry19CollapseIcon,ACP_AddonListEntry19CollapseIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F78D0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry19LoadNowText,ACP_AddonListEntry19LoadNowText,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7A88 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry19Security,ACP_AddonListEntry19Security,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7948 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry19SecurityIcon,ACP_AddonListEntry19SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F79E8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry1Collapse,ACP_AddonListEntry1Collapse,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E981980 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry1CollapseIcon,ACP_AddonListEntry1CollapseIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E981A48 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry1LoadNow,ACP_AddonListEntry1LoadNow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E981D90 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry1Title,ACP_AddonListEntry1Title,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9816B0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry20Collapse,ACP_AddonListEntry20Collapse,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7DA8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry20CollapseIcon,ACP_AddonListEntry20CollapseIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7DF8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry20Header,ACP_AddonListEntry20Header,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7D30 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry20SecurityIcon,ACP_AddonListEntry20SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7EC0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry20Status,ACP_AddonListEntry20Status,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E8F7BF0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry2CollapseIcon,ACP_AddonListEntry2CollapseIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E982678 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry2Enabled,ACP_AddonListEntry2Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E982880 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry2Header,ACP_AddonListEntry2Header,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E982560 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry2SecurityIcon,ACP_AddonListEntry2SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E982768 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry3,ACP_AddonListEntry3,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9828F8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry3Collapse,ACP_AddonListEntry3Collapse,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E982A88 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry3CollapseIcon,ACP_AddonListEntry3CollapseIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E982B00 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry3Enabled,ACP_AddonListEntry3Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E982DA8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry4CollapseIcon,ACP_AddonListEntry4CollapseIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E983230 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry4Enabled,ACP_AddonListEntry4Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9833C0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry4LoadNow,ACP_AddonListEntry4LoadNow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E983320 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry4Security,ACP_AddonListEntry4Security,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E983280 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry4Title,ACP_AddonListEntry4Title,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E982F88 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry5LoadNow,ACP_AddonListEntry5LoadNow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E983A28 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry5LoadNowText,ACP_AddonListEntry5LoadNowText,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E983A78 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry5SecurityIcon,ACP_AddonListEntry5SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9839B0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry5Status,ACP_AddonListEntry5Status,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9835A0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry5Title,ACP_AddonListEntry5Title,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9834D8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry6Enabled,ACP_AddonListEntry6Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E985C10 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry6Header,ACP_AddonListEntry6Header,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E983C30 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry6SecurityIcon,ACP_AddonListEntry6SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E983D98 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry7,ACP_AddonListEntry7,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E986048 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry7SecurityIcon,ACP_AddonListEntry7SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E986818 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry8,ACP_AddonListEntry8,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9869D0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry8Enabled,ACP_AddonListEntry8Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E987F10 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry8Security,ACP_AddonListEntry8Security,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E987DD0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry9,ACP_AddonListEntry9,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E987F60 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry9Collapse,ACP_AddonListEntry9Collapse,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9880C8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry9CollapseIcon,ACP_AddonListEntry9CollapseIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E988118 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry9Enabled,ACP_AddonListEntry9Enabled,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9882F8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,ACP_AddonListEntry9SecurityIcon,ACP_AddonListEntry9SecurityIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E9881E0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
